"qa_id","note_id","qa_score","error_count","compliance_flag","inserted_at"
"QA001249","N004924","94.20",3,"Yes","2026-01-08 03:11:25.735226"
"QA001250","N032875","74.48",1,"Yes","2026-01-08 03:11:25.735226"
"QA001251","N029858","85.06",0,"Yes","2026-01-08 03:11:25.735226"
"QA001252","N009480","82.78",1,"Yes","2026-01-08 03:11:25.735226"
"QA001253","N026174","77.59",1,"Yes","2026-01-08 03:11:25.735226"
"QA001254","N022196","75.95",1,"Yes","2026-01-08 03:11:25.735226"
"QA001255","N030339","77.04",1,"Yes","2026-01-08 03:11:25.735226"
"QA001256","N043465","66.74",4,"Yes","2026-01-08 03:11:25.735226"
"QA001257","N036300","85.57",3,"Yes","2026-01-08 03:11:25.735226"
"QA001258","N017917","67.93",2,"Yes","2026-01-08 03:11:25.735226"
"QA001259","N022826","91.18",1,"Yes","2026-01-08 03:11:25.735226"
"QA001260","N018225","85.01",0,"Yes","2026-01-08 03:11:25.735226"
"QA001261","N028471","89.93",3,"Yes","2026-01-08 03:11:25.735226"
"QA001262","N024988","89.97",2,"No","2026-01-08 03:11:25.735226"
"QA001263","N026999","87.31",4,"Yes","2026-01-08 03:11:25.735226"
"QA001264","N001469","70.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA001265","N007839","82.79",1,"Yes","2026-01-08 03:11:25.735226"
"QA001266","N033451","69.62",1,"Yes","2026-01-08 03:11:25.735226"
"QA001267","N032021","92.40",2,"No","2026-01-08 03:11:25.735226"
"QA001268","N013358","89.33",1,"Yes","2026-01-08 03:11:25.735226"
"QA001269","N045084","100.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA001270","N004435","96.73",0,"Yes","2026-01-08 03:11:25.735226"
"QA001271","N012921","91.71",1,"Yes","2026-01-08 03:11:25.735226"
"QA001272","N008544","78.74",1,"Yes","2026-01-08 03:11:25.735226"
"QA001273","N036796","93.07",1,"Yes","2026-01-08 03:11:25.735226"
"QA001274","N029844","80.90",1,"Yes","2026-01-08 03:11:25.735226"
"QA001275","N032694","83.84",2,"Yes","2026-01-08 03:11:25.735226"
"QA001276","N020968","93.39",1,"Yes","2026-01-08 03:11:25.735226"
"QA001277","N012016","91.42",2,"Yes","2026-01-08 03:11:25.735226"
"QA001278","N024249","79.45",1,"Yes","2026-01-08 03:11:25.735226"
"QA001279","N032484","90.06",2,"Yes","2026-01-08 03:11:25.735226"
"QA001280","N026257","60.32",2,"Yes","2026-01-08 03:11:25.735226"
"QA001281","N022097","83.75",2,"Yes","2026-01-08 03:11:25.735226"
"QA001282","N035660","65.85",0,"Yes","2026-01-08 03:11:25.735226"
"QA001283","N035189","67.88",2,"Yes","2026-01-08 03:11:25.735226"
"QA001284","N044656","78.10",0,"Yes","2026-01-08 03:11:25.735226"
"QA001285","N034234","86.05",2,"Yes","2026-01-08 03:11:25.735226"
"QA001286","N047933","85.33",1,"Yes","2026-01-08 03:11:25.735226"
"QA001287","N037582","83.21",0,"Yes","2026-01-08 03:11:25.735226"
"QA001288","N025897","92.08",1,"Yes","2026-01-08 03:11:25.735226"
"QA001289","N047635","68.12",3,"Yes","2026-01-08 03:11:25.735226"
"QA001290","N029792","73.99",1,"Yes","2026-01-08 03:11:25.735226"
"QA001291","N036456","65.55",0,"Yes","2026-01-08 03:11:25.735226"
"QA001292","N004608","100.00",5,"No","2026-01-08 03:11:25.735226"
"QA001293","N048283","56.92",2,"Yes","2026-01-08 03:11:25.735226"
"QA001294","N015838","76.28",3,"Yes","2026-01-08 03:11:25.735226"
"QA001295","N006718","93.18",1,"Yes","2026-01-08 03:11:25.735226"
"QA001296","N009019","85.94",2,"Yes","2026-01-08 03:11:25.735226"
"QA001297","N021378","78.17",1,"Yes","2026-01-08 03:11:25.735226"
"QA001299","N034053","71.05",1,"Yes","2026-01-08 03:11:25.735226"
"QA001300","N017235","82.50",1,"Yes","2026-01-08 03:11:25.735226"
"QA001301","N015775","82.52",1,"Yes","2026-01-08 03:11:25.735226"
"QA001302","N026022","81.19",3,"Yes","2026-01-08 03:11:25.735226"
"QA001303","N047805","92.33",3,"Yes","2026-01-08 03:11:25.735226"
"QA001304","N020289","89.62",4,"Yes","2026-01-08 03:11:25.735226"
"QA001305","N010281","74.52",1,"Yes","2026-01-08 03:11:25.735226"
"QA001306","N018541","77.97",2,"Yes","2026-01-08 03:11:25.735226"
"QA001307","N012220","86.03",2,"Yes","2026-01-08 03:11:25.735226"
"QA001308","N021883","96.58",5,"No","2026-01-08 03:11:25.735226"
"QA001309","N041326","76.37",2,"Yes","2026-01-08 03:11:25.735226"
"QA001310","N016662","78.71",2,"Yes","2026-01-08 03:11:25.735226"
"QA001311","N035821","73.23",2,"Yes","2026-01-08 03:11:25.735226"
"QA001312","N003892","86.72",2,"Yes","2026-01-08 03:11:25.735226"
"QA001313","N031059","72.02",4,"Yes","2026-01-08 03:11:25.735226"
"QA001314","N042743","71.85",2,"Yes","2026-01-08 03:11:25.735226"
"QA001316","N037905","85.61",1,"Yes","2026-01-08 03:11:25.735226"
"QA001317","N046118","86.04",1,"Yes","2026-01-08 03:11:25.735226"
"QA001318","N000206","100.00",4,"No","2026-01-08 03:11:25.735226"
"QA001319","N018182","81.96",0,"Yes","2026-01-08 03:11:25.735226"
"QA001320","N010977","79.34",2,"Yes","2026-01-08 03:11:25.735226"
"QA001321","N034902","79.23",4,"Yes","2026-01-08 03:11:25.735226"
"QA001322","N014565","95.77",3,"Yes","2026-01-08 03:11:25.735226"
"QA001323","N013977","83.78",3,"Yes","2026-01-08 03:11:25.735226"
"QA001324","N015985","76.55",1,"Yes","2026-01-08 03:11:25.735226"
"QA001325","N031845","94.08",0,"Yes","2026-01-08 03:11:25.735226"
"QA001326","N033619","61.83",0,"No","2026-01-08 03:11:25.735226"
"QA001327","N047497","86.45",1,"Yes","2026-01-08 03:11:25.735226"
"QA001328","N036167","72.92",1,"No","2026-01-08 03:11:25.735226"
"QA001329","N024217","86.45",1,"Yes","2026-01-08 03:11:25.735226"
"QA001330","N047522","75.71",3,"Yes","2026-01-08 03:11:25.735226"
"QA001331","N036218","72.06",2,"Yes","2026-01-08 03:11:25.735226"
"QA001332","N034177","88.96",4,"Yes","2026-01-08 03:11:25.735226"
"QA001333","N018300","62.77",3,"Yes","2026-01-08 03:11:25.735226"
"QA001334","N026228","80.75",1,"Yes","2026-01-08 03:11:25.735226"
"QA001335","N022956","73.71",3,"Yes","2026-01-08 03:11:25.735226"
"QA001336","N032489","74.77",0,"Yes","2026-01-08 03:11:25.735226"
"QA001337","N011999","73.34",5,"Yes","2026-01-08 03:11:25.735226"
"QA001338","N008911","82.74",2,"Yes","2026-01-08 03:11:25.735226"
"QA001339","N020232","75.67",2,"Yes","2026-01-08 03:11:25.735226"
"QA001340","N020891","64.41",2,"Yes","2026-01-08 03:11:25.735226"
"QA001341","N048691","81.94",3,"Yes","2026-01-08 03:11:25.735226"
"QA001342","N016468","72.83",3,"Yes","2026-01-08 03:11:25.735226"
"QA001343","N024290","89.74",2,"Yes","2026-01-08 03:11:25.735226"
"QA001344","N011366","86.35",3,"Yes","2026-01-08 03:11:25.735226"
"QA001345","N020635","90.90",2,"Yes","2026-01-08 03:11:25.735226"
"QA001346","N025115","82.30",2,"No","2026-01-08 03:11:25.735226"
"QA001347","N039576","93.33",1,"Yes","2026-01-08 03:11:25.735226"
"QA001348","N033995","97.94",3,"Yes","2026-01-08 03:11:25.735226"
"QA001349","N000034","88.41",3,"Yes","2026-01-08 03:11:25.735226"
"QA001350","N013671","91.23",1,"Yes","2026-01-08 03:11:25.735226"
"QA001352","N025065","87.01",0,"Yes","2026-01-08 03:11:25.735226"
"QA001353","N010559","84.55",0,"Yes","2026-01-08 03:11:25.735226"
"QA001354","N011713","74.16",4,"Yes","2026-01-08 03:11:25.735226"
"QA001355","N048126","79.18",1,"Yes","2026-01-08 03:11:25.735226"
"QA001356","N007987","95.47",3,"Yes","2026-01-08 03:11:25.735226"
"QA001357","N019688","65.80",3,"Yes","2026-01-08 03:11:25.735226"
"QA001358","N025664","87.60",0,"No","2026-01-08 03:11:25.735226"
"QA001359","N022258","85.23",1,"No","2026-01-08 03:11:25.735226"
"QA001360","N047042","73.49",0,"Yes","2026-01-08 03:11:25.735226"
"QA001361","N009975","100.00",0,"No","2026-01-08 03:11:25.735226"
"QA001362","N010733","87.70",1,"Yes","2026-01-08 03:11:25.735226"
"QA001363","N043255","96.06",2,"Yes","2026-01-08 03:11:25.735226"
"QA001364","N000020","84.39",1,"Yes","2026-01-08 03:11:25.735226"
"QA001365","N035205","99.79",2,"Yes","2026-01-08 03:11:25.735226"
"QA001366","N033705","73.50",4,"No","2026-01-08 03:11:25.735226"
"QA001367","N037896","77.50",3,"Yes","2026-01-08 03:11:25.735226"
"QA001368","N010576","80.02",2,"Yes","2026-01-08 03:11:25.735226"
"QA001369","N046290","67.90",2,"Yes","2026-01-08 03:11:25.735226"
"QA001370","N022389","77.12",2,"Yes","2026-01-08 03:11:25.735226"
"QA001371","N032923","74.15",2,"Yes","2026-01-08 03:11:25.735226"
"QA001372","N046649","84.69",2,"Yes","2026-01-08 03:11:25.735226"
"QA001373","N045823","61.48",3,"Yes","2026-01-08 03:11:25.735226"
"QA001374","N025098","88.11",2,"Yes","2026-01-08 03:11:25.735226"
"QA001375","N045324","92.38",1,"No","2026-01-08 03:11:25.735226"
"QA001376","N023991","64.97",3,"Yes","2026-01-08 03:11:25.735226"
"QA001377","N018655","81.02",2,"Yes","2026-01-08 03:11:25.735226"
"QA001378","N046845","79.75",1,"Yes","2026-01-08 03:11:25.735226"
"QA001379","N038658","97.61",1,"Yes","2026-01-08 03:11:25.735226"
"QA001380","N026008","89.96",4,"Yes","2026-01-08 03:11:25.735226"
"QA001381","N005018","83.73",0,"No","2026-01-08 03:11:25.735226"
"QA001382","N047430","81.90",4,"Yes","2026-01-08 03:11:25.735226"
"QA001383","N017287","92.16",2,"Yes","2026-01-08 03:11:25.735226"
"QA001384","N003194","89.22",3,"Yes","2026-01-08 03:11:25.735226"
"QA001385","N025986","85.81",3,"Yes","2026-01-08 03:11:25.735226"
"QA001386","N011490","97.43",3,"Yes","2026-01-08 03:11:25.735226"
"QA001387","N019906","82.88",2,"Yes","2026-01-08 03:11:25.735226"
"QA001388","N049772","94.90",2,"No","2026-01-08 03:11:25.735226"
"QA001389","N004253","88.00",0,"Yes","2026-01-08 03:11:25.735226"
"QA001390","N037989","75.59",3,"Yes","2026-01-08 03:11:25.735226"
"QA001391","N042345","73.53",1,"Yes","2026-01-08 03:11:25.735226"
"QA001392","N027565","78.88",0,"Yes","2026-01-08 03:11:25.735226"
"QA001393","N024971","82.95",2,"Yes","2026-01-08 03:11:25.735226"
"QA001394","N048769","74.32",1,"Yes","2026-01-08 03:11:25.735226"
"QA001395","N014117","82.85",1,"Yes","2026-01-08 03:11:25.735226"
"QA001396","N045514","64.01",2,"Yes","2026-01-08 03:11:25.735226"
"QA001397","N043526","66.92",4,"Yes","2026-01-08 03:11:25.735226"
"QA001398","N030018","95.08",3,"Yes","2026-01-08 03:11:25.735226"
"QA001399","N005714","79.48",2,"Yes","2026-01-08 03:11:25.735226"
"QA001400","N007372","76.65",2,"Yes","2026-01-08 03:11:25.735226"
"QA001401","N002718","94.10",2,"Yes","2026-01-08 03:11:25.735226"
"QA001402","N025667","80.96",0,"No","2026-01-08 03:11:25.735226"
"QA001403","N037846","98.08",0,"Yes","2026-01-08 03:11:25.735226"
"QA001404","N011107","66.46",3,"Yes","2026-01-08 03:11:25.735226"
"QA001405","N025117","94.95",1,"Yes","2026-01-08 03:11:25.735226"
"QA001406","N022724","92.01",3,"Yes","2026-01-08 03:11:25.735226"
"QA001407","N039784","94.41",4,"Yes","2026-01-08 03:11:25.735226"
"QA001408","N028937","76.16",3,"Yes","2026-01-08 03:11:25.735226"
"QA001409","N009372","85.67",3,"Yes","2026-01-08 03:11:25.735226"
"QA001411","N009002","95.71",3,"Yes","2026-01-08 03:11:25.735226"
"QA001412","N002077","72.44",4,"Yes","2026-01-08 03:11:25.735226"
"QA001413","N021704","79.39",1,"Yes","2026-01-08 03:11:25.735226"
"QA001414","N035119","89.18",4,"No","2026-01-08 03:11:25.735226"
"QA001415","N007963","81.02",2,"Yes","2026-01-08 03:11:25.735226"
"QA001416","N031126","96.30",0,"No","2026-01-08 03:11:25.735226"
"QA001417","N033469","76.86",3,"Yes","2026-01-08 03:11:25.735226"
"QA001418","N016135","82.67",2,"Yes","2026-01-08 03:11:25.735226"
"QA001419","N047257","72.37",1,"Yes","2026-01-08 03:11:25.735226"
"QA001420","N032664","86.05",4,"No","2026-01-08 03:11:25.735226"
"QA001421","N000634","82.08",1,"Yes","2026-01-08 03:11:25.735226"
"QA001422","N045001","83.45",3,"No","2026-01-08 03:11:25.735226"
"QA001423","N023218","80.70",3,"Yes","2026-01-08 03:11:25.735226"
"QA001424","N045830","65.02",2,"Yes","2026-01-08 03:11:25.735226"
"QA001426","N043377","72.06",6,"Yes","2026-01-08 03:11:25.735226"
"QA001427","N035265","75.37",1,"Yes","2026-01-08 03:11:25.735226"
"QA001428","N033177","79.03",2,"Yes","2026-01-08 03:11:25.735226"
"QA001429","N021401","81.45",1,"Yes","2026-01-08 03:11:25.735226"
"QA001430","N026724","81.71",3,"Yes","2026-01-08 03:11:25.735226"
"QA001431","N014408","81.77",1,"Yes","2026-01-08 03:11:25.735226"
"QA001432","N021926","70.92",3,"Yes","2026-01-08 03:11:25.735226"
"QA001433","N028248","100.00",0,"Yes","2026-01-08 03:11:25.735226"
"QA001434","N031221","87.31",4,"Yes","2026-01-08 03:11:25.735226"
"QA001435","N019182","73.71",1,"Yes","2026-01-08 03:11:25.735226"
"QA001436","N029354","80.17",1,"Yes","2026-01-08 03:11:25.735226"
"QA001437","N008675","65.02",1,"Yes","2026-01-08 03:11:25.735226"
"QA001438","N043036","77.62",2,"Yes","2026-01-08 03:11:25.735226"
"QA001439","N023376","70.18",4,"Yes","2026-01-08 03:11:25.735226"
"QA001440","N042382","99.82",0,"Yes","2026-01-08 03:11:25.735226"
"QA001441","N043482","74.27",2,"Yes","2026-01-08 03:11:25.735226"
"QA001442","N034395","91.48",4,"Yes","2026-01-08 03:11:25.735226"
"QA001443","N028935","98.30",1,"Yes","2026-01-08 03:11:25.735226"
"QA001444","N005683","71.58",4,"Yes","2026-01-08 03:11:25.735226"
"QA001445","N025044","80.76",5,"Yes","2026-01-08 03:11:25.735226"
"QA001446","N035646","100.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA001447","N010772","81.18",2,"Yes","2026-01-08 03:11:25.735226"
"QA001448","N048258","76.09",2,"Yes","2026-01-08 03:11:25.735226"
"QA001449","N022077","74.66",0,"Yes","2026-01-08 03:11:25.735226"
"QA001450","N003860","75.92",2,"Yes","2026-01-08 03:11:25.735226"
"QA001451","N027819","91.38",2,"Yes","2026-01-08 03:11:25.735226"
"QA001452","N001039","59.72",2,"Yes","2026-01-08 03:11:25.735226"
"QA001453","N037058","81.09",4,"Yes","2026-01-08 03:11:25.735226"
"QA001454","N011220","84.24",0,"Yes","2026-01-08 03:11:25.735226"
"QA001455","N042971","72.49",2,"No","2026-01-08 03:11:25.735226"
"QA001456","N043701","79.59",1,"Yes","2026-01-08 03:11:25.735226"
"QA001457","N030910","86.05",6,"Yes","2026-01-08 03:11:25.735226"
"QA001458","N034484","96.23",1,"Yes","2026-01-08 03:11:25.735226"
"QA001459","N014723","88.70",2,"Yes","2026-01-08 03:11:25.735226"
"QA001460","N011766","72.52",1,"No","2026-01-08 03:11:25.735226"
"QA001461","N049274","74.65",0,"Yes","2026-01-08 03:11:25.735226"
"QA001462","N013604","73.92",1,"Yes","2026-01-08 03:11:25.735226"
"QA001463","N025919","90.47",1,"Yes","2026-01-08 03:11:25.735226"
"QA001464","N038571","66.23",0,"No","2026-01-08 03:11:25.735226"
"QA001465","N027887","83.58",2,"Yes","2026-01-08 03:11:25.735226"
"QA001466","N045135","80.26",3,"Yes","2026-01-08 03:11:25.735226"
"QA001467","N034555","100.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA001468","N021674","83.50",2,"Yes","2026-01-08 03:11:25.735226"
"QA001469","N022616","94.11",2,"Yes","2026-01-08 03:11:25.735226"
"QA001470","N025269","75.77",3,"Yes","2026-01-08 03:11:25.735226"
"QA001471","N020294","92.27",4,"Yes","2026-01-08 03:11:25.735226"
"QA001472","N009196","89.72",1,"No","2026-01-08 03:11:25.735226"
"QA001473","N007085","86.10",3,"Yes","2026-01-08 03:11:25.735226"
"QA001474","N010942","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA001475","N049091","88.67",4,"Yes","2026-01-08 03:11:25.735226"
"QA001476","N011682","88.78",0,"Yes","2026-01-08 03:11:25.735226"
"QA001477","N047465","65.78",7,"Yes","2026-01-08 03:11:25.735226"
"QA001478","N014491","85.24",3,"Yes","2026-01-08 03:11:25.735226"
"QA001479","N002310","77.92",4,"Yes","2026-01-08 03:11:25.735226"
"QA001480","N030775","90.96",4,"Yes","2026-01-08 03:11:25.735226"
"QA001481","N023777","75.87",3,"Yes","2026-01-08 03:11:25.735226"
"QA001482","N049013","86.83",2,"Yes","2026-01-08 03:11:25.735226"
"QA001483","N021097","73.28",2,"Yes","2026-01-08 03:11:25.735226"
"QA001484","N002981","74.20",0,"Yes","2026-01-08 03:11:25.735226"
"QA001485","N012666","87.09",2,"Yes","2026-01-08 03:11:25.735226"
"QA001486","N043236","65.43",2,"Yes","2026-01-08 03:11:25.735226"
"QA001487","N030827","75.40",1,"Yes","2026-01-08 03:11:25.735226"
"QA001488","N015856","75.42",2,"Yes","2026-01-08 03:11:25.735226"
"QA001489","N004041","89.24",3,"Yes","2026-01-08 03:11:25.735226"
"QA001490","N041435","72.42",4,"Yes","2026-01-08 03:11:25.735226"
"QA001491","N006927","86.12",2,"No","2026-01-08 03:11:25.735226"
"QA001492","N004064","89.86",2,"Yes","2026-01-08 03:11:25.735226"
"QA001493","N007033","68.80",1,"Yes","2026-01-08 03:11:25.735226"
"QA001494","N048787","91.19",2,"No","2026-01-08 03:11:25.735226"
"QA001495","N048240","72.37",0,"Yes","2026-01-08 03:11:25.735226"
"QA001496","N031256","83.25",2,"Yes","2026-01-08 03:11:25.735226"
"QA001497","N035836","91.48",1,"Yes","2026-01-08 03:11:25.735226"
"QA001498","N021094","76.67",2,"Yes","2026-01-08 03:11:25.735226"
"QA001499","N032090","79.35",2,"Yes","2026-01-08 03:11:25.735226"
"QA001500","N015866","59.55",0,"Yes","2026-01-08 03:11:25.735226"
"QA001501","N036789","100.00",3,"No","2026-01-08 03:11:25.735226"
"QA001502","N032243","93.76",3,"Yes","2026-01-08 03:11:25.735226"
"QA001503","N043919","78.12",2,"Yes","2026-01-08 03:11:25.735226"
"QA001504","N029391","84.73",2,"Yes","2026-01-08 03:11:25.735226"
"QA001505","N046289","69.55",3,"Yes","2026-01-08 03:11:25.735226"
"QA001506","N022288","100.00",4,"Yes","2026-01-08 03:11:25.735226"
"QA001507","N038956","84.89",2,"Yes","2026-01-08 03:11:25.735226"
"QA001508","N001958","75.86",3,"No","2026-01-08 03:11:25.735226"
"QA001509","N029090","83.13",1,"Yes","2026-01-08 03:11:25.735226"
"QA001510","N037809","97.77",2,"Yes","2026-01-08 03:11:25.735226"
"QA001511","N005411","100.00",3,"Yes","2026-01-08 03:11:25.735226"
"QA001512","N002961","86.13",3,"No","2026-01-08 03:11:25.735226"
"QA001513","N040964","93.26",0,"Yes","2026-01-08 03:11:25.735226"
"QA001514","N017769","82.75",2,"Yes","2026-01-08 03:11:25.735226"
"QA001515","N016232","84.62",1,"Yes","2026-01-08 03:11:25.735226"
"QA001516","N009840","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA001517","N025621","73.35",3,"Yes","2026-01-08 03:11:25.735226"
"QA001518","N003709","82.37",0,"Yes","2026-01-08 03:11:25.735226"
"QA001519","N046614","97.19",2,"Yes","2026-01-08 03:11:25.735226"
"QA001520","N034641","84.54",1,"Yes","2026-01-08 03:11:25.735226"
"QA001521","N038541","81.06",3,"Yes","2026-01-08 03:11:25.735226"
"QA001522","N043650","81.89",3,"Yes","2026-01-08 03:11:25.735226"
"QA001523","N023484","74.39",2,"Yes","2026-01-08 03:11:25.735226"
"QA001524","N046727","77.40",4,"Yes","2026-01-08 03:11:25.735226"
"QA001525","N040368","97.72",0,"No","2026-01-08 03:11:25.735226"
"QA001526","N028678","82.58",1,"Yes","2026-01-08 03:11:25.735226"
"QA001527","N003045","86.73",1,"Yes","2026-01-08 03:11:25.735226"
"QA001528","N031862","66.81",2,"Yes","2026-01-08 03:11:25.735226"
"QA001529","N000362","87.61",3,"Yes","2026-01-08 03:11:25.735226"
"QA001530","N005594","90.23",2,"No","2026-01-08 03:11:25.735226"
"QA001531","N032524","99.82",5,"Yes","2026-01-08 03:11:25.735226"
"QA001532","N040304","85.43",0,"Yes","2026-01-08 03:11:25.735226"
"QA001533","N046843","72.35",1,"Yes","2026-01-08 03:11:25.735226"
"QA001534","N005331","95.95",1,"Yes","2026-01-08 03:11:25.735226"
"QA001536","N018856","73.21",2,"No","2026-01-08 03:11:25.735226"
"QA001537","N038346","83.27",2,"Yes","2026-01-08 03:11:25.735226"
"QA001538","N017013","94.77",1,"No","2026-01-08 03:11:25.735226"
"QA001539","N044720","94.79",2,"Yes","2026-01-08 03:11:25.735226"
"QA001540","N019370","85.82",3,"No","2026-01-08 03:11:25.735226"
"QA001541","N025253","80.96",1,"Yes","2026-01-08 03:11:25.735226"
"QA001542","N001001","85.83",2,"Yes","2026-01-08 03:11:25.735226"
"QA001543","N004953","80.78",1,"No","2026-01-08 03:11:25.735226"
"QA001544","N044183","83.86",2,"No","2026-01-08 03:11:25.735226"
"QA001545","N010359","62.57",2,"Yes","2026-01-08 03:11:25.735226"
"QA001546","N013950","100.00",4,"No","2026-01-08 03:11:25.735226"
"QA001548","N035428","95.91",0,"Yes","2026-01-08 03:11:25.735226"
"QA001549","N047602","83.02",0,"Yes","2026-01-08 03:11:25.735226"
"QA001550","N042724","64.65",3,"No","2026-01-08 03:11:25.735226"
"QA001551","N019411","79.81",2,"Yes","2026-01-08 03:11:25.735226"
"QA001552","N021172","84.14",0,"Yes","2026-01-08 03:11:25.735226"
"QA001553","N025359","70.09",0,"Yes","2026-01-08 03:11:25.735226"
"QA001554","N044438","79.46",2,"Yes","2026-01-08 03:11:25.735226"
"QA001555","N026877","89.91",1,"Yes","2026-01-08 03:11:25.735226"
"QA001556","N038404","77.24",3,"Yes","2026-01-08 03:11:25.735226"
"QA001557","N004846","69.92",6,"Yes","2026-01-08 03:11:25.735226"
"QA001559","N000150","75.65",3,"Yes","2026-01-08 03:11:25.735226"
